0.000000000000000000e+00 0.000000000000000000e+00 2.781500000000000000e+04 2.341700000000000000e+04 3.039000000000000000e+04 2.197300000000000000e+04 2.579900000000000000e+04 3.705400000000000000e+04 2.839100000000000000e+04 1.113400000000000000e+04 4.346700000000000000e+04 3.898400000000000000e+04 4.124600000000000000e+04 0.000000000000000000e+00 1.893100000000000000e+04 2.638700000000000000e+04 2.977700000000000000e+04 0.000000000000000000e+00 3.357900000000000000e+04 3.270600000000000000e+04 4.062600000000000000e+04 2.560100000000000000e+04 5.216800000000000000e+04 0.000000000000000000e+00 3.077500000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 4.764200000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.520800000000000000e+04 0.000000000000000000e+00 2.637800000000000000e+04 0.000000000000000000e+00 2.503600000000000000e+04 3.294200000000000000e+04 3.139600000000000000e+04 3.053400000000000000e+04 4.378600000000000000e+04 4.250700000000000000e+04 3.013100000000000000e+04 2.848400000000000000e+04 0.000000000000000000e+00 3.481500000000000000e+04 3.808900000000000000e+04 4.046800000000000000e+04 3.261300000000000000e+04 3.882900000000000000e+04 4.999400000000000000e+04 3.828200000000000000e+04 4.313900000000000000e+04 5.592600000000000000e+04 5.990400000000000000e+04 3.756400000000000000e+04 4.652900000000000000e+04 3.625700000000000000e+04 4.844900000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.964800000000000000e+04 2.290200000000000000e+04 2.723500000000000000e+04 3.426800000000000000e+04 3.395700000000000000e+04 3.649700000000000000e+04 1.916900000000000000e+04 1.597000000000000000e+04 3.781300000000000000e+04 3.117400000000000000e+04 2.985900000000000000e+04 2.509900000000000000e+04 3.195600000000000000e+04 3.336000000000000000e+04 4.003100000000000000e+04 5.245800000000000000e+04 0.000000000000000000e+00 3.909800000000000000e+04 3.485200000000000000e+04 3.562700000000000000e+04 2.967700000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.442900000000000000e+04 5.677100000000000000e+04 4.051600000000000000e+04 4.427800000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.766100000000000000e+04 3.989100000000000000e+04 2.403800000000000000e+04 0.000000000000000000e+00 3.038400000000000000e+04 2.729000000000000000e+04 0.000000000000000000e+00 2.868000000000000000e+04 0.000000000000000000e+00 3.024800000000000000e+04 2.444800000000000000e+04 3.611400000000000000e+04 3.459800000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 4.051400000000000000e+04 4.723700000000000000e+04 4.521600000000000000e+04 0.000000000000000000e+00 5.582500000000000000e+04 4.575200000000000000e+04 5.232000000000000000e+04 4.677700000000000000e+04 3.541200000000000000e+04 0.000000000000000000e+00 5.244300000000000000e+04 4.693500000000000000e+04 4.767000000000000000e+04 4.989300000000000000e+04 5.272200000000000000e+04 0.000000000000000000e+00
3.310000000000000000e+04 2.572600000000000000e+04 3.205700000000000000e+04 2.166500000000000000e+04 0.000000000000000000e+00 2.822200000000000000e+04 2.612900000000000000e+04 3.771300000000000000e+04 3.115400000000000000e+04 3.127500000000000000e+04 2.903500000000000000e+04 2.266100000000000000e+04 3.523500000000000000e+04 3.132800000000000000e+04 2.409800000000000000e+04 0.000000000000000000e+00 3.307900000000000000e+04 0.000000000000000000e+00 5.501400000000000000e+04 4.224700000000000000e+04 3.188300000000000000e+04 3.971900000000000000e+04 0.000000000000000000e+00 3.902700000000000000e+04 0.000000000000000000e+00 3.468700000000000000e+04 0.000000000000000000e+00 6.128200000000000000e+04 4.981000000000000000e+04 4.534800000000000000e+04 0.000000000000000000e+00 5.928600000000000000e+04
3.208800000000000000e+04 3.508400000000000000e+04 3.869600000000000000e+04 3.950700000000000000e+04 2.763200000000000000e+04 2.279900000000000000e+04 3.415400000000000000e+04 5.326100000000000000e+04 0.000000000000000000e+00 4.070200000000000000e+04 3.785100000000000000e+04 3.763900000000000000e+04 3.177000000000000000e+04 3.015700000000000000e+04 0.000000000000000000e+00 4.833700000000000000e+04 2.906800000000000000e+04 2.887400000000000000e+04 0.000000000000000000e+00 4.060700000000000000e+04 6.322700000000000000e+04 5.215700000000000000e+04 5.174900000000000000e+04 6.654900000000000000e+04 5.155600000000000000e+04 5.818400000000000000e+04 0.000000000000000000e+00 5.169300000000000000e+04 5.658500000000000000e+04 4.319200000000000000e+04 4.913500000000000000e+04 4.340100000000000000e+04
0.000000000000000000e+00 3.644500000000000000e+04 2.308600000000000000e+04 2.742200000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 3.542500000000000000e+04 0.000000000000000000e+00 3.593200000000000000e+04 0.000000000000000000e+00 5.313300000000000000e+04 3.836300000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.339500000000000000e+04 3.598600000000000000e+04 3.794400000000000000e+04 3.584100000000000000e+04 2.204800000000000000e+04 6.639600000000000000e+04 4.762500000000000000e+04 6.446000000000000000e+04 7.323400000000000000e+04 5.211100000000000000e+04 1.006890000000000000e+05 7.723700000000000000e+04 6.635000000000000000e+04 6.141600000000000000e+04 5.952800000000000000e+04 5.668700000000000000e+04 4.881000000000000000e+04
3.693800000000000000e+04 0.000000000000000000e+00 4.072600000000000000e+04 3.903700000000000000e+04 5.901100000000000000e+04 5.103600000000000000e+04 4.589700000000000000e+04 4.676700000000000000e+04 4.557400000000000000e+04 4.615500000000000000e+04 4.853100000000000000e+04 4.782700000000000000e+04 6.305300000000000000e+04 4.882300000000000000e+04 4.422100000000000000e+04 5.475600000000000000e+04 6.955500000000000000e+04 0.000000000000000000e+00 5.022500000000000000e+04 5.717500000000000000e+04 1.514200000000000000e+04 4.573600000000000000e+04 5.198500000000000000e+04 5.810900000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 7.358900000000000000e+04 8.084900000000000000e+04 7.876700000000000000e+04 6.710400000000000000e+04 0.000000000000000000e+00 6.114300000000000000e+04
4.183700000000000000e+04 0.000000000000000000e+00 4.072700000000000000e+04 4.877600000000000000e+04 4.759600000000000000e+04 0.000000000000000000e+00 3.146300000000000000e+04 6.394900000000000000e+04 0.000000000000000000e+00 5.018800000000000000e+04 5.520100000000000000e+04 7.268200000000000000e+04 6.151700000000000000e+04 5.719600000000000000e+04 6.387500000000000000e+04 5.053800000000000000e+04 6.373300000000000000e+04 8.291200000000000000e+04 5.071400000000000000e+04 0.000000000000000000e+00 5.025500000000000000e+04 0.000000000000000000e+00 7.039400000000000000e+04 5.635200000000000000e+04 8.187100000000000000e+04 5.819600000000000000e+04 0.000000000000000000e+00 6.523700000000000000e+04 7.216600000000000000e+04 8.086600000000000000e+04 7.016700000000000000e+04 5.797500000000000000e+04
4.154800000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 4.978000000000000000e+04 4.773700000000000000e+04 4.865500000000000000e+04 6.776000000000000000e+04 6.405400000000000000e+04 6.128800000000000000e+04 6.057600000000000000e+04 6.345700000000000000e+04 4.773200000000000000e+04 6.135000000000000000e+04 6.534200000000000000e+04 7.918400000000000000e+04 7.875300000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 7.907200000000000000e+04 9.084800000000000000e+04 6.217400000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 7.199600000000000000e+04 7.480800000000000000e+04 3.602400000000000000e+04 7.911700000000000000e+04 8.485400000000000000e+04 0.000000000000000000e+00 7.155300000000000000e+04 7.131600000000000000e+04 6.570900000000000000e+04
