 104,  194,  367,   72,  614,  766, 1113,  214,  690, 1219, 1905,  662, 1880, 1652, 1834, 1448,  720, 1011, 1791, 2539, 1759,  286, 1071, 1870, 1556, 1218, 2290, 1396,  504,  115,  412,  893
  83,   76,  581,  755, 1277,  479,  126, 1025,  935, 1914, 1730, 1554,  991, 4139, 1717, 2358,  673, 2965, 2766, 2546,  632,  492, 1185, 1671, 1690, 1112,  898, 1753,  576,  327,  215,  368
 291,  556,  785, 1887,  956,  910, 2599,  795, 1051, 1199, 3864, 4089,  973, 2131, 1684, 2567, 2660, 3596, 1274,  911,  920, 2531, 1218,  556, 1275, 2303, 1468,  796,  486,  698,  528,  491
 641, 1285, 1633, 1589, 1309, 1980, 6592, 3064,  403,  310, 1380, 6054, 2909,  999, 1522, 2804, 9694, 2625,  332,  301, 4466, 6181, 2522,  182,  691, 3857, 6329, 1276,  394, 1637, 1854, 3016
 528,  898,  807, 1254, 1914, 2027, 3133, 1925,  585, 1259, 1770, 3074, 2020, 1867,  891, 1663, 2567, 1854,  611, 1983, 2828, 2488, 1026, 1182, 2199, 5249, 5019, 5677, 1309,  274,  641, 1046
 155,  172,  430, 1390, 1729, 3147, 1073, 1208,  455,  961, 1134,  618,  861, 2092,  662, 1505,  625, 1327,  915, 1817,  732,  888,  866, 1048, 2293, 2539, 2968, 2150, 2225,  601,  366,   48
 452,  238,  694, 2181, 1157,  624, 1329,  733,  505, 2698,  861, 2127,  554, 2460,  502,  622, 3124, 1340, 2601, 2774, 1020, 4576, 1061, 2043, 2307, 1317,  851,  260, 1108, 1619, 2239, 1910
 183, 1410,  383, 1091,  857, 1553,  629,  758,  762, 1203,  671,  505,  226, 2361,  456,  607,  520, 1415, 1451, 1288,  159,  958, 1662, 2681, 1935, 1007,  430,  518,  466, 1021, 1821,  751
 838,  827,  961,  203, 1380, 1986, 3142,  933,  442, 1454, 2400, 2795, 1349, 1700,  532, 1782, 4177, 1026,  956, 1338, 2908, 4151, 1167, 2550, 1821, 4069, 7102, 3813,  741,  194, 3011,  727
1067,  870,  553,  288, 1139,  643, 2886,  798,  373,  923,  926, 2466, 1428,  471,  695, 1324, 4840,  296,  588, 1078, 2251, 3370, 1256, 1260,  546, 4088, 6293, 3479,  430,  719, 1240, 2216
