 339,  355,  430,  195,  839, 1050,  740,  268, 1554,  391,  734, 2037,  293, 4135,  804, 1672, 1336,  478, 2409,  274, 1191,  781,  623, 1488,  513, 2290,  971,  385,  434,  282,  391,  327
 413,  147,  479,  436,  261, 1546,  664, 1541, 1308,  510, 1277, 1677, 2760, 1747, 3157, 1583, 1352, 2607, 1353, 1706,  883, 2421,  610, 1427, 1229,  787, 1988, 1579,  645,  358,  160,  329
 147,  737,  683, 1497, 2347,  576, 2914, 1085, 1157, 3008, 3205, 2113, 2165, 2252, 2615, 1229, 1808, 3080, 1031, 1513,  799, 1175, 1708, 1032, 1191, 2456, 1568, 1776,  516,  906,  178,  254
 130, 1693, 1078,  955, 4937, 1028, 4384, 1794, 1164, 4272, 1800, 3677, 2078, 6442, 3289, 1972, 6140, 3257, 2069, 1923, 1154,  885, 4295,  495, 1997, 4310, 1591, 2250,  653, 2137,  864, 1018
 328, 1385,  693, 1537, 3178, 3121, 2385, 1732, 1243, 1280, 4087, 3324,  435, 4892,  253, 3255, 1774, 1578, 1251,  792, 1575, 2378, 1982, 1587, 2819, 4936, 2028, 4908, 1032,  552,  777,  128
 144,  119, 1011, 1263,  986, 5382, 2336, 1178,  163,  670, 2097,  795,  794, 1887, 1030, 1407,  873, 1066,  753,  890, 1128, 1897, 1078, 1440, 2399, 2730, 4216, 1754, 1377,  877,  405,  362
 571,  210, 1229, 1192, 1646, 2316, 1371, 1379,  623, 1451,  854,  258, 2032,  656, 2702,  376,  833, 1451, 1349, 1568,  227, 1329, 1884,  573, 3717,  380, 3836, 2063,  709, 1759,  191, 1011
 967, 1305,  550, 1896,  513, 1967,  972, 2293,  520,  317,  458,  219, 1099,  460, 1637,  124,  491, 1062,  439, 1315,  779, 2201, 1132, 1491, 1901,  560, 2231,  729,  916,  630, 1447,  697
 491, 1371,  262, 1940, 1896, 2595, 1941,  618, 1198, 1196, 2842, 1715,  352, 4427,  420, 2941, 1572,  448, 1625,  154, 1765, 1538, 1841, 2081, 1884, 5657, 1570, 2669,  677,  745, 2666,  103
 661, 1409,  456, 1688, 3354,  525, 2596,  367,  943, 1419, 1595, 1556,  514, 1098, 1179, 3251,  823,  477, 1195,  322, 1115,  808, 2848, 1367, 1526, 4685, 1406, 1959,  486, 1181, 1192,  331
 485,  139,  809,  601, 1261, 1565, 1723,  921,  588,  842,  874,  417, 1098,  467, 2092, 1312,  547, 1104,  193, 2759,  242, 1260,  882,  793, 1715, 1489, 2071,  638, 2567,  620,  528,  369
 926,  451, 1500,  788, 1328, 1419,  902, 2940,  466, 1648, 1654,  980, 2823,  880, 7348,  365, 1374,  844,  219, 2427,  718, 2363, 1058, 1336, 3157, 1143, 3355,  725, 1434, 1704,  156, 1030
